Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
47504-HAR,Male,27,No,Haryana,14,33,"Deal 3",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",104.8,3046.05,0,0,137,3182.97,Churned,Other,Moved
36760-GUJ,Female,20,Yes,Gujarat,14,6,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",85.6,1868.4,0,0,226,2094.72,Stayed,Other,Other
65450-KAR,Male,51,No,Karnataka,3,28,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",20.55,20.55,0,0,16,36.46,Churned,Attitude,"Attitude of service provider"
71642-KER,Female,18,No,Kerala,7,1,"Deal 3",No,No,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",48.25,1293.8,0,0,0,1293.8,Stayed,Other,Other
16032-MAD,Female,20,Yes,"Madhya Pradesh",2,1,"Deal 1",Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Two Year",No,"Credit Card",80.4,5727.15,0,0,1281,7007.99,Stayed,Other,Other
33023-GUJ,Female,25,Yes,Gujarat,13,17,None,Yes,No,Yes,"Fiber Optic",No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",76.45,1117.55,0,0,258,1375.99,Stayed,Other,Other
46463-JAM,Male,24,Yes,"Jammu & Kashmir",3,1,None,Yes,Yes,Yes,Cable,No,No,No,Yes,No,No,No,Yes,"One Year",No,"Bank Withdrawal",54.6,1242.25,28,0,180,1394.31,Stayed,Other,Other
88435-TEL,Male,80,No,Telangana,7,10,None,Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,No,No,"Two Year",Yes,"Bank Withdrawal",101.05,5594,0,10,291,5894.64,Stayed,Other,Other
28221-WES,Female,82,Yes,"West Bengal",7,36,None,Yes,Yes,Yes,"Fiber Optic",Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",80.3,80.3,0,0,18,97.81,Churned,Competitor,"Competitor had better devices"
95485-MAH,Male,69,Yes,Maharashtra,5,22,None,Yes,Yes,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Yes,"Two Year",No,"Bank Withdrawal",64.2,475,0,0,22,497.33,Stayed,Other,Other
79440-RAJ,Female,64,Yes,Rajasthan,11,3,"Deal 5",Yes,No,Yes,DSL,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",64.35,352.65,0,0,42,394.25,Stayed,Other,Other
95169-GUJ,Female,43,No,Gujarat,1,13,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Mailed Check",69.4,69.4,0,10,33,112.86,Churned,Competitor,"Competitor had better devices"
21292-HAR,Male,34,No,Haryana,9,28,"Deal 5",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",75.1,552.95,0,0,133,685.88,Churned,Competitor,"Competitor offered more data"
46048-HAR,Female,59,No,Haryana,13,2,"Deal 4",Yes,No,Yes,"Fiber Optic",No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",73.25,1195.75,0,0,640,1836.23,Stayed,Other,Other
71574-TAM,Female,34,Yes,"Tamil Nadu",5,4,"Deal 4",Yes,No,Yes,DSL,No,Yes,Yes,No,No,Yes,Yes,Yes,"One Year",Yes,"Credit Card",65.9,660.05,0,0,420,1080.05,Stayed,Other,Other
31509-KAR,Female,37,Yes,Karnataka,6,19,None,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,"Two Year",No,"Bank Withdrawal",59.75,4265,0,0,909,5174.36,Stayed,Other,Other
73435-MAD,Male,68,Yes,"Madhya Pradesh",0,13,None,Yes,No,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",94,4905.75,0,0,211,5116.89,Stayed,Other,Other
54933-HAR,Female,67,No,Haryana,4,1,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,No,No,"Two Year",Yes,"Credit Card",116.1,7839.85,0,40,2986,10865.37,Stayed,Other,Other
38731-AND,Female,79,Yes,"Andhra Pradesh",11,29,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",69.3,1813.1,0,0,965,2777.85,Stayed,Other,Other
71533-MAD,Female,53,Yes,"Madhya Pradesh",5,29,"Deal 2",Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,"Credit Card",81.3,3541.1,0,0,459,4000.55,Stayed,Other,Other
81324-PUN,Female,49,No,Punjab,4,3,"Deal 3",Yes,No,Yes,"Fiber Optic",No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",85.15,2555.9,0,0,280,2836.1,Churned,Attitude,"Attitude of support person"
41515-TEL,Male,40,No,Telangana,9,16,"Deal 4",Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",90.6,1020.2,0,0,423,1443.48,Stayed,Other,Other
27893-PUN,Female,40,No,Punjab,0,27,"Deal 4",Yes,No,Yes,"Fiber Optic",No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,"Mailed Check",81,1683.7,0,0,228,1911.5,Stayed,Other,Other
77228-ASS,Female,21,No,Assam,6,9,"Deal 1",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Credit Card",114.3,8244.3,0,0,1518,9761.9,Stayed,Other,Other
58080-BIH,Female,49,No,Bihar,9,24,None,Yes,No,Yes,Cable,No,No,Yes,Yes,No,Yes,Yes,Yes,"One Year",Yes,"Credit Card",62.3,2354.8,0,0,1756,4110.78,Churned,Dissatisfaction,"Poor expertise of phone support"
81164-JAM,Male,82,Yes,"Jammu & Kashmir",4,17,None,No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",24.8,24.8,0,0,0,24.8,Churned,Competitor,"Competitor made better offer"
49082-UTT,Male,31,Yes,"Uttar Pradesh",10,22,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",98.7,293.65,0,0,98,391.93,Churned,Attitude,"Attitude of service provider"
11604-HAR,Female,38,Yes,Haryana,4,8,None,Yes,Yes,Yes,"Fiber Optic",Yes,No,No,Yes,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",104.4,6721.6,0,0,893,7614.4,Stayed,Other,Other
34825-WES,Female,30,Yes,"West Bengal",12,3,"Deal 2",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Credit Card",19.55,1218.65,0,0,2906,4124.15,Stayed,Other,Other
41399-GUJ,Female,36,No,Gujarat,6,2,"Deal 5",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",94.75,889.9,0,30,91,1010.53,Churned,Competitor,"Competitor offered more data"
24125-MAH,Female,28,Yes,Maharashtra,10,20,None,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,No,No,"One Year",No,"Bank Withdrawal",64.75,4039.5,0,120,2277,6436.5,Stayed,Other,Other
51326-MAD,Male,52,No,"Madhya Pradesh",15,21,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",21.45,705.45,0,0,602,1307.45,Stayed,Other,Other
48118-MAH,Male,59,No,Maharashtra,10,26,"Deal 4",No,No,Yes,DSL,No,Yes,Yes,No,No,No,No,No,Month-to-Month,No,"Credit Card",34.7,383.55,23,150,0,511.02,Stayed,Other,Other
85927-AND,Female,19,No,"Andhra Pradesh",14,3,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Credit Card",24.5,740.3,35,0,1165,1870.48,Churned,Price,"Long distance charges"
95349-HAR,Female,28,Yes,Haryana,10,9,None,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"One Year",No,"Bank Withdrawal",85.85,3003.55,0,0,500,3503.95,Stayed,Other,Other
44559-BIH,Female,40,Yes,Bihar,8,30,None,Yes,No,Yes,"Fiber Optic",No,No,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",99.45,3109.9,43,0,312,3378.07,Stayed,Other,Other
79730-TAM,Female,41,Yes,"Tamil Nadu",0,13,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Credit Card",19.4,460.25,30,0,70,500.59,Stayed,Other,Other
87023-WES,Female,62,No,"West Bengal",15,29,"Deal 2",Yes,No,Yes,"Fiber Optic",Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",79.2,3233.85,0,0,1794,5028.25,Churned,Price,"Price too high"
25005-HAR,Female,20,Yes,Haryana,6,5,"Deal 5",Yes,No,Yes,DSL,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,"Credit Card",44.3,134.5,0,0,133,267.88,Churned,Price,"Extra data charges"
12272-WES,Male,66,No,"West Bengal",9,8,None,No,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,No,"Two Year",No,"Credit Card",39.1,1982.1,0,130,0,2112.1,Stayed,Other,Other
16898-UTT,Male,63,Yes,"Uttar Pradesh",6,2,"Deal 4",Yes,Yes,Yes,"Fiber Optic",Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",80.35,1747.2,0,0,281,2028.39,Stayed,Other,Other
27607-KAR,Female,18,Yes,Karnataka,0,8,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,"Credit Card",66.3,1559.45,33,0,223,1750.06,Stayed,Other,Other
84726-BIH,Female,42,Yes,Bihar,2,4,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,Yes,No,No,Yes,"One Year",Yes,"Bank Withdrawal",88.4,5798.3,0,0,2519,8317.5,Stayed,Other,Other
86082-WES,Male,34,No,"West Bengal",9,28,None,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",54.5,568.2,0,0,340,908,Stayed,Other,Other
35391-UTT,Male,23,No,"Uttar Pradesh",15,5,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",70.7,553.4,0,0,335,888.84,Stayed,Other,Other
62381-AND,Female,25,No,"Andhra Pradesh",8,5,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Mailed Check",18.95,110.15,0,0,165,275.39,Stayed,Other,Other
77268-UTT,Female,58,No,"Uttar Pradesh",1,35,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",97.35,2119.5,0,0,190,2309.76,Churned,Other,Moved
23476-DEL,Male,28,Yes,Delhi,9,30,"Deal 2",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",19.9,1292.6,0,0,1175,2467.15,Stayed,Other,Other
27059-KAR,Male,59,Yes,Karnataka,13,22,"Deal 1",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",84.5,6130.85,0,0,3168,9298.85,Stayed,Other,Other
35612-TEL,Female,19,Yes,Telangana,13,6,"Deal 1",Yes,Yes,Yes,"Fiber Optic",Yes,No,Yes,Yes,No,No,No,Yes,"Two Year",Yes,"Credit Card",90.95,5930.05,0,0,1788,7717.99,Stayed,Other,Other
67669-UTT,Female,33,No,"Uttar Pradesh",13,23,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",103.1,4889.3,0,0,782,5671.38,Stayed,Other,Other
17111-MAH,Female,44,Yes,Maharashtra,7,16,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Credit Card",20.7,83.75,0,0,108,191.91,Stayed,Other,Other
16708-AND,Female,44,No,"Andhra Pradesh",11,22,"Deal 4",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",19.6,397,0,0,580,976.6,Stayed,Other,Other
46116-MAH,Female,27,No,Maharashtra,12,23,None,Yes,No,Yes,"Fiber Optic",No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",74.6,1797.75,0,0,928,2725.25,Stayed,Other,Other
17197-WES,Male,38,No,"West Bengal",13,5,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Credit Card",90.55,2282.55,0,0,862,3144.87,Churned,Other,"Don't know"
92854-UTT,Female,37,No,"Uttar Pradesh",9,21,"Deal 1",Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",24.9,1859.2,0,0,1311,3170.32,Stayed,Other,Other
33538-GUJ,Male,23,No,Gujarat,6,5,"Deal 2",No,No,Yes,DSL,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",39.2,1838.15,0,0,0,1838.15,Stayed,Other,Other
89655-JAM,Female,53,No,"Jammu & Kashmir",13,6,"Deal 5",Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Credit Card",19.6,19.6,0,0,14,33.77,Churned,Competitor,"Competitor made better offer"
63957-BIH,Female,26,No,Bihar,13,22,None,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",83.25,1611.15,0,0,185,1796.37,Stayed,Other,Other
51587-UTT,Female,38,Yes,"Uttar Pradesh",10,36,None,Yes,No,Yes,"Fiber Optic",Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,"Mailed Check",75.1,1151.55,0,0,491,1642.5,Stayed,Other,Other
26873-TAM,Female,22,Yes,"Tamil Nadu",12,3,None,Yes,No,Yes,"Fiber Optic",Yes,No,No,No,No,No,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",75,632.95,0,0,43,675.67,Churned,Dissatisfaction,"Network reliability"
92753-JHA,Female,67,No,Jharkhand,13,16,"Deal 5",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",85.65,659.45,0,70,317,1046.17,Stayed,Other,Other
79769-HAR,Male,78,Yes,Haryana,1,35,"Deal 2",Yes,No,Yes,DSL,No,No,Yes,Yes,No,Yes,No,Yes,"One Year",No,"Bank Withdrawal",65.25,3529.95,33,0,278,3774.44,Stayed,Other,Other
92206-TEL,Male,55,No,Telangana,10,34,"Deal 2",Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Yes,"One Year",No,"Credit Card",-7,2386.85,29,0,867,3225.32,Stayed,Other,Other
12678-UTT,Female,45,No,"Uttar Pradesh",11,2,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Bank Withdrawal",25,332.5,0,0,457,789.97,Stayed,Other,Other
63548-GUJ,Female,55,Yes,Gujarat,15,16,"Deal 1",Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Credit Card",25.15,1683.6,0,0,1371,3054.42,Stayed,Other,Other
77604-WES,Male,57,No,"West Bengal",0,9,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,No,No,Yes,No,No,No,Yes,"One Year",Yes,"Credit Card",81.2,4965.1,0,0,2448,7412.65,Stayed,Other,Other
29065-UTT,Male,54,No,"Uttar Pradesh",5,4,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",80.6,5708.2,0,0,871,6579.37,Stayed,Other,Other
63165-JAM,Female,70,Yes,"Jammu & Kashmir",10,13,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",69.95,69.95,0,10,23,102.45,Churned,Competitor,"Competitor made better offer"
96761-GUJ,Female,53,Yes,Gujarat,5,22,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",21.2,222.65,0,0,105,327.25,Stayed,Other,Other
48150-KAR,Female,53,Yes,Karnataka,5,29,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",25.05,369.1,0,0,615,983.65,Stayed,Other,Other
95529-TAM,Female,47,Yes,"Tamil Nadu",9,36,None,Yes,No,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"One Year",No,"Bank Withdrawal",110.5,5835.5,0,0,354,6189.54,Stayed,Other,Other
72344-HAR,Male,40,Yes,Haryana,10,14,"Deal 4",No,No,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",50.75,712.75,0,10,0,722.75,Churned,Competitor,"Competitor had better devices"
96976-BIH,Female,35,No,Bihar,6,28,"Deal 3",Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Credit Card",19.65,708.8,0,0,640,1348.95,Stayed,Other,Other
15340-TEL,Female,73,No,Telangana,12,9,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",80.2,1217.25,0,0,181,1398.45,Churned,Competitor,"Competitor offered higher download speeds"
13208-HAR,Female,60,Yes,Haryana,8,20,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,Yes,No,No,Yes,"One Year",Yes,"Bank Withdrawal",90.25,3838.75,0,0,541,4379.69,Stayed,Other,Other
82098-RAJ,Female,57,Yes,Rajasthan,8,2,"Deal 1",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",115.5,8425.15,42,0,2651,11033.9,Stayed,Other,Other
52352-MAH,Female,67,Yes,Maharashtra,9,31,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",116.5,6382.55,0,0,1612,7994.05,Stayed,Other,Other
35126-UTT,Female,68,No,"Uttar Pradesh",11,22,None,Yes,Yes,Yes,Cable,No,Yes,Yes,No,Yes,No,No,Yes,"One Year",Yes,"Bank Withdrawal",70.85,4738.85,0,0,2905,7643.51,Stayed,Other,Other
37816-JAM,Female,73,No,"Jammu & Kashmir",2,3,"Deal 4",Yes,No,Yes,"Fiber Optic",No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",94.75,2293.6,0,0,717,3010.51,Churned,Competitor,"Competitor made better offer"
61677-AND,Female,66,Yes,"Andhra Pradesh",3,29,None,Yes,Yes,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,"Credit Card",56.6,2379.1,0,0,1932,4310.7,Stayed,Other,Other
28325-KER,Female,51,Yes,Kerala,11,26,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",99.45,4138.05,30,140,1455,5702.89,Churned,Dissatisfaction,"Network reliability"
96496-UTT,Female,73,Yes,"Uttar Pradesh",0,5,None,Yes,No,Yes,"Fiber Optic",No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",75.3,1147.45,0,0,120,1267.3,Churned,Competitor,"Competitor offered more data"
68691-UTT,Male,59,Yes,"Uttar Pradesh",9,10,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Credit Card",19.6,422.5,0,0,450,872.62,Stayed,Other,Other
81800-WES,Male,70,No,"West Bengal",3,27,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",76.85,4275.75,0,120,1543,5939.11,Stayed,Other,Other
55736-TEL,Female,62,Yes,Telangana,13,10,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",107.4,7748.75,0,0,2254,10003.07,Stayed,Other,Other
65519-KAR,Male,44,No,Karnataka,1,1,"Deal 2",Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Bank Withdrawal",24.25,1424.6,0,0,3021,4445.86,Stayed,Other,Other
38496-UTT,Female,67,Yes,"Uttar Pradesh",14,4,"Deal 1",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,"Two Year",Yes,"Bank Withdrawal",115.05,8016.6,0,0,3324,11340.82,Stayed,Other,Other
46106-UTT,Female,33,No,"Uttar Pradesh",13,5,"Deal 3",Yes,No,Yes,Cable,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,"Credit Card",59.85,2341.5,0,0,1877,4218.96,Stayed,Other,Other
86539-KAR,Male,31,Yes,Karnataka,4,17,None,Yes,Yes,Yes,"Fiber Optic",Yes,No,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",103.95,5231.3,0,0,1164,6395.3,Stayed,Other,Other
25554-PUN,Male,44,No,Punjab,1,36,"Deal 2",No,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,"One Year",Yes,"Bank Withdrawal",42.35,1716.45,0,0,0,1716.45,Churned,Attitude,"Attitude of support person"
27064-TAM,Male,65,Yes,"Tamil Nadu",2,35,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",89.25,487.05,0,0,215,702.33,Stayed,Other,Other
99510-BIH,Female,32,No,Bihar,8,28,"Deal 1",Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,"Two Year",No,"Credit Card",68.75,4888.2,0,0,887,5775.24,Stayed,Other,Other
28094-UTT,Male,25,No,"Uttar Pradesh",6,19,None,No,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No,"Two Year",No,"Bank Withdrawal",60.25,4055.5,0,120,0,4175.5,Stayed,Other,Other
81174-AND,Female,68,No,"Andhra Pradesh",7,7,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,"Two Year",No,"Credit Card",108.5,6991.9,0,0,2339,9330.46,Stayed,Other,Other
39047-KAR,Female,20,No,Karnataka,9,8,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,"Credit Card",71.35,71.35,0,0,35,106.63,Churned,Attitude,"Attitude of support person"
98753-TAM,Female,39,Yes,"Tamil Nadu",13,7,"Deal 1",Yes,Yes,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Bank Withdrawal",25.45,1699.15,0,0,2127,3825.67,Stayed,Other,Other
38817-AND,Female,44,No,"Andhra Pradesh",3,4,"Deal 2",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Mailed Check",19.55,1245.6,0,0,672,1917.81,Stayed,Other,Other
98879-JAM,Female,45,No,"Jammu & Kashmir",4,17,"Deal 4",Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",21.15,306.05,0,0,407,712.85,Stayed,Other,Other
93935-RAJ,Female,52,No,Rajasthan,3,8,"Deal 2",No,No,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Yes,"Two Year",Yes,"Credit Card",-10,2345.55,0,0,0,2345.55,Stayed,Other,Other
33119-KAR,Male,51,Yes,Karnataka,14,36,"Deal 4",Yes,No,Yes,DSL,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,"Credit Card",60.2,563.5,0,0,198,761.2,Stayed,Other,Other
74254-BIH,Female,68,Yes,Bihar,2,23,"Deal 2",Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Two Year",No,"Credit Card",81.35,4060.9,0,0,2116,6177.21,Stayed,Other,Other
46794-MAH,Female,60,No,Maharashtra,7,15,None,No,No,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Credit Card",49.45,1031.4,0,0,0,1031.4,Stayed,Other,Other
81988-PUN,Female,26,No,Punjab,5,35,"Deal 2",Yes,No,Yes,DSL,Yes,No,Yes,No,No,No,No,Yes,"One Year",No,"Credit Card",54.75,3425.35,9,0,2041,5457.89,Stayed,Other,Other
92887-CHH,Female,69,Yes,Chhattisgarh,1,11,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",70.55,70.55,0,0,18,88.75,Churned,Attitude,"Attitude of service provider"
23113-JAM,Female,65,No,"Jammu & Kashmir",11,10,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",19.5,146.3,0,0,190,336.5,Churned,Competitor,"Competitor made better offer"
16124-MAH,Male,68,Yes,Maharashtra,7,23,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,No,Yes,No,Yes,"Two Year",Yes,"Bank Withdrawal",-8,4931.8,0,0,1003,5935.12,Stayed,Other,Other
27634-JAM,Female,59,No,"Jammu & Kashmir",6,20,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",79.65,79.65,0,0,22,102.13,Churned,Competitor,"Competitor made better offer"
52456-JAM,Female,77,Yes,"Jammu & Kashmir",1,23,"Deal 5",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",84.45,762.5,0,0,116,878.69,Churned,Competitor,"Competitor made better offer"
92223-TEL,Female,77,Yes,Telangana,10,26,"Deal 3",Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,No,Yes,"Two Year",Yes,"Bank Withdrawal",105.35,3465.05,0,0,421,3885.8,Stayed,Other,Other
44205-DEL,Female,30,No,Delhi,12,18,"Deal 2",Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Credit Card",86.55,5632.55,0,0,921,6553.51,Stayed,Other,Other
72507-UTT,Female,71,No,"Uttar Pradesh",0,12,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",69.65,69.65,0,0,7,76.88,Churned,Other,"Don't know"
